OSEBuildingID,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,TotalUseTypeNumber,BuildingAge,Building(s)_Proportion,Parking_Proportion,LargestPropertyUse_Proportion,SecondLargestPropertyUse_Proportion,ThirdLargestPropertyUse_Proportion,GFAPerBuilding,GFAPerFloor,ElectricityUseCategory_PrimaryPropertyType,SteamUseCategory_PrimaryPropertyType,NaturalGasUseCategory_PrimaryPropertyType,ElectricityUseCategory_BuildingType,SteamUseCategory_BuildingType,NaturalGasUseCategory_BuildingType,ElectricityUseCategory_AgeGroup,SteamUseCategory_AgeGroup,NaturalGasUseCategory_AgeGroup,DistanceToCenter,SiteEnergyUse(kBtu)_log
26594,NonResidential,Other,98104.0,7,DOWNTOWN,Other,Food Service,Retail,,5,116,1.0,0.0,0.4864612511671335,0.2334267040149393,0.09337068160597572,21420.0,21420.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Low_gas,0.5463827995547127,13.605576716733191
26596,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,Commercial,Missing,Missing,94.0,1,116,1.0,0.0,1.0,0.0,0.0,20880.0,20880.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,0.5671778765457212,13.434652692948951
26601,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,Commercial,Food Service,Missing,,2,116,1.0,0.0,0.31286360698125404,0.11069166127989657,0.0,38675.0,12891.667,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Low_gas,0.7405889524890215,14.477568306716678
26602,Nonresidential COS,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,Commercial,Other,Missing,,2,87,1.0,0.0,0.6414085804088007,0.4811715481171548,0.0,49951.0,12487.75,Medium_elec,Low_steam,Low_gas,Medium_elec,Extreme_high_steam,Medium_gas,Medium_elec,Extreme_high_steam,Medium_gas,0.7050655322935598,15.45148270323787
26611,NonResidential,Medical Office,98118.0,2,SOUTHEAST,Commercial,Missing,Missing,8.0,1,6,1.0,0.0,1.0,0.0,0.0,25880.0,12940.0,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,10.728885288880925,14.47908975749055
26657,NonResidential,Worship Facility,98105.0,4,NORTHEAST,Recreation,Commercial,Missing,,2,89,1.0,0.0,0.7826298978372711,0.05632360471070148,0.0,41013.0,13671.0,Low_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,6.756284966769725,13.893232420713336
26667,NonResidential,Other,98105.0,4,NORTHEAST,Recreation,Commercial,Missing,,2,12,1.0,0.0,0.8576512455516014,0.1423487544483986,0.0,21075.0,10537.5,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,6.6942314220824874,14.273591993199403
26670,NonResidential,Worship Facility,98133.0,4,NORTHEAST,Recreation,Missing,Missing,83.0,1,66,1.0,0.0,1.3751102506184791,0.0,0.0,46485.0,15495.0,Low_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,8.085875819782007,14.2505323647519
26681,NonResidential,Small- and Mid-Sized Office,98115.0,6,NORTHWEST,Commercial,Parking,Missing,96.0,2,51,1.0,0.0,0.7165354330708661,0.28346456692913385,0.0,56896.0,14224.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,8.0332698035268,14.153445652658114
26695,NonResidential,Worship Facility,98115.0,6,NORTHWEST,Recreation,Missing,Missing,60.0,1,38,1.0,0.0,1.0,0.0,0.0,27500.0,13750.0,Low_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,7.978998279141969,13.265812643672122
26705,NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,Commercial,Warehouse,Missing,90.0,2,86,1.0,0.0,0.6006006006006006,0.3003003003003003,0.0,36630.0,18315.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,0.8500068530975255,13.202918530678264
26706,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,Commercial,Other,Missing,,2,116,1.0,0.0,0.6275810659709281,0.37271710771524413,0.0,0.0,8943.333,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Low_gas,0.7439755563918182,14.557156312566335
26708,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,Commercial,Missing,Missing,95.0,1,110,1.0,0.0,1.0,0.0,0.0,41920.0,8384.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Low_elec,Zero_steam,Zero_gas,0.7297976791105291,13.914084270284869
26710,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,Commercial,Missing,Missing,92.0,1,111,1.0,0.0,1.1930909189511647,0.0,0.0,36879.0,7375.8,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Low_gas,0.6372750368925976,14.245714619052492
26711,NonResidential,Other,98104.0,7,DOWNTOWN,Lodging,Missing,Missing,,1,112,1.0,0.0,1.0,0.0,0.0,29820.0,4970.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Low_gas,0.6386377955877073,14.286736330713307
26719,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,Commercial,Missing,Missing,70.0,1,111,1.0,0.0,0.8121878715814507,0.0,0.0,0.0,16820.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,0.680781777295222,13.891115819335116
26720,NonResidential,Warehouse,98104.0,7,DOWNTOWN,Warehouse,Retail,Commercial,18.0,3,110,1.0,0.0,0.6074878116088677,0.2191840677030632,0.1733281206880692,43484.0,10871.0,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Low_elec,Zero_steam,Zero_gas,0.7245306017745076,14.264700164250621
26728,NonResidential,Hotel,98104.0,2,DOWNTOWN,Lodging,Retail,Missing,49.0,2,91,1.0,0.0,0.7024350354352171,0.18671633654370343,0.0,33018.0,8254.5,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,0.9448684029796682,15.396051444134796
26731,NonResidential,Small- and Mid-Sized Office,98134.0,2,DOWNTOWN,Commercial,Missing,Missing,91.0,1,46,1.0,0.0,1.161825726141079,0.0,0.0,26510.0,13255.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.2177003401450053,13.802490855781677
26759,NonResidential,Warehouse,98105.0,4,LAKE UNION,Warehouse,Retail,Commercial,80.0,3,78,1.0,0.0,0.8299690216848207,0.2550214849605276,0.1548915758968722,40028.0,40028.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,5.365733853666576,13.756202268620733
26761,NonResidential,Small- and Mid-Sized Office,98105.0,4,LAKE UNION,Commercial,Parking,Missing,23.0,2,9,0.5904740507751067,0.40952594922489327,0.5904740507751067,0.40952594922489327,0.0,44510.0,14836.667,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,5.297782929190625,14.598522322494821
26773,NonResidential,Worship Facility,98125.0,5,NORTH,Recreation,Missing,Missing,90.0,1,62,1.0,0.0,1.0,0.0,0.0,21624.0,21624.0,Low_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,12.804995801735055,13.410078199319841
26833,NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,Commercial,Food Service,Missing,,2,23,1.0,0.0,0.5370370370370371,0.46296296296296297,0.0,0.0,7200.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.0015754449037986,14.24675882201557
26838,NonResidential,Hotel,98104.0,2,DOWNTOWN,Lodging,Missing,Missing,99.0,1,106,1.0,0.0,1.0,0.0,0.0,40552.0,8110.4,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,0.8439456325896778,13.997983665773793
26847,NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,Commercial,Other,Other,,3,107,1.0,0.0,0.7336154237719521,0.22667981674726392,0.03970475948078391,31432.0,10477.333,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Low_elec,Zero_steam,Zero_gas,0.7607615809376793,14.179857360295227
26849,NonResidential,Retail Store,98104.0,2,DOWNTOWN,Retail,Commercial,Missing,100.0,2,99,1.0,0.0,0.5498981670061099,0.45010183299389,0.0,24550.0,12275.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,0.943212841419233,13.79247866093463
26883,NonResidential,Other,98122.0,3,CENTRAL,Recreation,Commercial,Missing,,2,108,1.0,0.0,0.5167027528611197,0.3255490256727498,0.0,25864.0,8621.333,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,1.365316604842349,13.843396420846092
26905,NonResidential,Other,98105.0,4,NORTHEAST,Lodging,Missing,Missing,,1,92,1.0,0.0,1.0,0.0,0.0,20686.0,6895.333,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,6.413646698408536,14.00406680528704
26933,Nonresidential COS,Other,98144.0,3,CENTRAL,Other,Recreation,Education,,3,103,1.0,0.0,1.171875,0.2203220274390244,0.07931592987804878,20992.0,6997.333,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Medium_gas,Low_elec,Zero_steam,Low_gas,1.6805752363693167,14.721065062249306
26939,NonResidential,K-12 School,98122.0,3,CENTRAL,Education,Missing,Missing,40.0,1,91,1.0,0.0,1.0,0.0,0.0,22344.0,11172.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,1.9879630798135004,14.235928480117705
26956,NonResidential,University,98121.0,3,EAST,Education,Missing,Missing,,1,95,1.0,0.0,0.8150470219435737,0.0,0.0,31900.0,10633.333,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,2.2310426765979914,14.71814891888312
26961,Nonresidential COS,Other,98117.0,6,BALLARD,Recreation,Recreation,Education,,4,66,1.0,0.0,0.6285141244858415,0.3041098684434171,0.04912125641635789,29417.0,14708.5,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Medium_gas,Low_elec,Zero_steam,Medium_gas,9.517576592955251,14.304998212900244
26986,NonResidential,Supermarket / Grocery Store,98116.0,1,SOUTHWEST,Retail,Commercial,Missing,,2,19,1.0,0.0,0.9704155020256902,0.029584497974309853,0.0,31841.0,31841.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,4.7697707652552355,16.391215329576255
27013,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,33.0,1,56,1.0,0.0,0.9276014030038673,0.0,0.0,44476.0,44476.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,6.523688529856197,14.128949189010218
27016,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,Commercial,Warehouse,Parking,66.0,3,47,1.0,0.0,0.5650112802353143,0.2922580460918982,0.0,35017.0,35017.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,6.830152203483629,14.074396665265297
27080,NonResidential,Worship Facility,98144.0,3,SOUTHEAST,Recreation,Parking,Missing,98.0,2,53,1.0,0.0,1.0004356918787034,0.0,0.0,22952.0,11476.0,Low_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,3.128492884437674,13.06190757727421
27117,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,43.0,1,40,1.0,0.0,1.0,0.0,0.0,21040.0,21040.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,6.879663440937751,13.291412451521268
27122,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,52.0,1,65,1.0,0.0,1.0702054794520548,0.0,0.0,28032.0,14016.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,6.823566297531855,14.093949544406282
27131,NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,82.0,1,42,1.0,0.0,1.0,0.0,0.0,25620.0,25620.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,6.997853718182102,13.218264632489237
27141,NonResidential,Warehouse,98144.0,2,DOWNTOWN,Warehouse,Missing,Missing,14.0,1,24,1.0,0.0,1.0,0.0,0.0,33238.0,11079.333,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,1.1978782887055774,14.305606600945415
27142,NonResidential,K-12 School,98104.0,3,EAST,Education,Missing,Missing,8.0,1,104,1.0,0.0,0.39902877697841727,0.0,0.0,27800.0,6950.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,0.5197251933663801,13.982235915525683
27145,NonResidential,Large Office,98104.0,7,DOWNTOWN,Commercial,Parking,Commercial,82.0,3,16,1.0,0.0,0.31551199700924415,0.11052343891607758,0.0073225371578756575,706176.0,117696.0,High_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,0.34824943182471685,16.4010682512342
27162,NonResidential,Supermarket / Grocery Store,98136.0,1,SOUTHWEST,Retail,Missing,Missing,22.0,1,18,1.0,0.0,0.9418501157064024,0.0,0.0,33706.0,33706.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,7.988986539495506,15.977417754225016
27205,SPS-District K-12,K-12 School,98177.0,5,NORTHWEST,Education,Missing,Missing,93.0,1,62,1.0,0.0,1.0,0.0,0.0,42128.0,42128.0,Medium_elec,Zero_Steam,Medium_gas,Low_elec,Zero_steam,Medium_gas,Low_elec,Zero_steam,Medium_gas,11.304981836697072,14.351599460727876
27244,NonResidential,Other,98122.0,3,EAST,Other,Missing,Missing,,1,104,1.0,0.0,1.0,0.0,0.0,33708.0,11236.0,Medium_elec,Medium_steam,Medium_gas,Medium_elec,Medium_steam,Low_gas,Low_elec,Low_steam,Low_gas,1.0490762627716896,13.575125471954651
27303,NonResidential,Other,98155.0,5,North,Other,Missing,Missing,,1,68,1.0,0.0,1.0089760145648539,0.0,0.0,47237.0,23618.5,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Low_elec,Zero_steam,Zero_gas,14.242218698290513,15.60417039495856
27378,NonResidential,Supermarket / Grocery Store,98115.0,4,NORTHEAST,Retail,Parking,Missing,18.0,2,19,0.4961807142390808,0.5038192857609193,0.5411895279754522,0.0,0.0,76585.0,76585.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,8.525390945067397,16.447836784447954
27381,NonResidential,Worship Facility,98105.0,4,NORTHEAST,Recreation,Missing,Missing,75.0,1,78,1.0,0.0,1.0,0.0,0.0,26373.0,8791.0,Low_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,6.439976076197337,13.779092393998777
27389,NonResidential,Small- and Mid-Sized Office,98122.0,3,CENTRAL,Commercial,Food Service,Retail,,4,60,1.0,0.0,0.6640349027257869,0.16636790214583225,0.08781040754995519,12644.667,37934.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,3.5750947787871685,15.098040559446844
27455,Nonresidential COS,Distribution Center,98119.0,7,MAGNOLIA / QUEEN ANNE,Warehouse,Missing,Missing,,1,95,1.0,0.0,1.0,0.0,0.0,23040.0,7680.0,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Low_elec,Zero_steam,Zero_gas,3.788120342985968,12.95141134195595
27456,NonResidential,Other,98119.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,60,1.0,0.0,0.9479209159391913,0.0,0.0,36771.0,18385.5,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,3.6897148498193806,15.510589784280016
27482,NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,Warehouse,Other,Missing,,2,39,1.0,0.0,0.5958208458208458,0.4041791541791542,0.0,24024.0,24024.0,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,8.36351952313325,12.83674475803484
27488,NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,Warehouse,Other,Commercial,34.0,3,63,1.0,0.0,0.6463932107496464,0.23573785950023574,0.11786892975011787,42420.0,42420.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,8.124361471995211,13.780324927902361
27494,NonResidential,Distribution Center,98108.0,1,GREATER DUWAMISH,Warehouse,Commercial,Missing,,2,37,1.0,0.0,0.9296955275539451,0.07030447244605484,0.0,36982.0,36982.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,8.052379865740944,12.834027257776984
27504,NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,Warehouse,Commercial,Parking,,3,52,1.0,0.0,0.8547863247863248,0.1441880341880342,0.0,23400.0,11700.0,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,7.751553918885348,12.992864770841669
27532,NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Parking,Commercial,,3,68,1.0,0.0,0.9153645833333334,0.052083333333333336,0.032552083333333336,30720.0,15360.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,2.6359855260281764,14.33612724247488
27553,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,,1,44,1.0,0.0,1.0,0.0,0.0,23232.0,23232.0,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,4.478514207351154,11.754890770525027
27554,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,100.0,1,42,1.0,0.0,0.928665182902471,0.0,0.0,35046.0,35046.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,4.612726261646226,13.87685974075241
27561,NonResidential,Refrigerated Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Warehouse,Commercial,,3,55,1.0,0.0,0.5219142198068577,0.32169527309692303,0.15639050709621927,25577.0,25577.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,4.627438924000209,13.705456475289006
27562,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,89.0,1,42,1.0,0.0,0.9876440756108806,0.0,0.0,43380.0,43380.0,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,4.670897867922507,12.91179788954672
27567,NonResidential,Small- and Mid-Sized Office,98020.0,4,LAKE UNION,Commercial,Missing,Missing,8.0,1,21,1.0,0.0,1.0,0.0,0.0,20410.0,6803.333,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,5.561332453259482,14.816230393962789
27587,NonResidential,Small- and Mid-Sized Office,98133.0,5,NORTHWEST,Commercial,Parking,Missing,87.0,2,33,0.7448979591836735,0.25510204081632654,0.7448979591836735,0.25510204081632654,0.0,24696.0,8232.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,10.819341788484964,13.344108551444624
27598,NonResidential,Worship Facility,98125.0,5,NORTHWEST,Recreation,Missing,Missing,47.0,1,14,1.0,0.0,1.0,0.0,0.0,24955.0,24955.0,Low_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,12.078117122766063,13.44416277825032
27668,NonResidential,Other,98112.0,3,Central,Other,Missing,Missing,,1,25,1.0,0.0,1.0,0.0,0.0,34074.0,11358.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,3.2612938245339875,15.95816043960784
27673,NonResidential,Hotel,98104.0,7,DOWNTOWN,Lodging,Parking,Missing,23.0,2,10,0.9433832969899529,0.05661670301004708,0.505410748130184,0.13348550001018974,0.0,0.0,39255.2,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,0.32600932257213117,16.675283407896423
27703,NonResidential,Worship Facility,98125.0,5,North,Recreation,Education,Missing,,2,55,1.0,0.0,0.5942072572736188,0.40579274272638116,0.0,76475.0,38237.5,Low_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,12.52228681288833,14.384122685780254
27704,NonResidential,K-12 School,98125.0,5,North,Education,Missing,Missing,86.0,1,28,1.0,0.0,1.0,0.0,0.0,32961.0,16480.5,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,12.592425195050941,14.268594350676763
27721,Nonresidential COS,Other,98103.0,6,NORTHWEST,Other,Parking,Missing,,2,12,0.46778199883109295,0.532218001168907,0.46778199883109295,0.0,0.0,27376.0,27376.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Medium_gas,High_elec,Zero_steam,High_gas,9.200916730648196,13.895172693229318
27799,Campus,K-12 School,98112.0,3,CENTRAL,Education,Missing,Missing,87.0,1,66,1.0,0.0,1.0,0.0,0.0,109794.0,109794.0,Medium_elec,Zero_Steam,Medium_gas,High_elec,Zero_steam,High_gas,Low_elec,Zero_steam,Medium_gas,3.7405571069546126,15.008380123844416
27816,NonResidential,Other,98122.0,3,Central,Lodging,Missing,Missing,,1,105,1.0,0.0,1.0,0.0,0.0,25200.0,8400.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,2.2017304059326275,14.03277063554
27821,NonResidential,Supermarket / Grocery Store,98125.0,5,North,Retail,Missing,Missing,56.0,1,20,1.0,0.0,1.0496704278851525,0.0,0.0,44755.0,44755.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,11.531503887392663,16.25969425346626
27825,NonResidential,Other,98122.0,3,EAST,Other,Other,Other,,4,109,1.0,0.0,1.0,0.0,0.0,22320.0,11160.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,1.1905267429371698,12.25317522605482
27830,NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,Commercial,Missing,Missing,65.0,1,96,1.0,0.0,1.0,0.0,0.0,23422.0,7807.333,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,1.4884407102667345,14.809455794177065
27833,NonResidential,Other,98122.0,3,EAST,Other,Missing,Missing,,1,41,0.7086344813395407,0.2913655186604594,1.0,0.0,0.0,7775.8,19439.5,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.9619788059698964,15.030915985094758
27869,NonResidential,Warehouse,98112.0,3,EAST,Warehouse,Missing,Missing,99.0,1,96,1.0,0.0,1.0,0.0,0.0,23040.0,11520.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,1.578403490947464,11.286185415001098
27874,NonResidential,Warehouse,98122.0,3,EAST,Warehouse,Missing,Missing,66.0,1,58,1.0,0.0,1.0,0.0,0.0,61880.0,30940.0,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,1.5346419883856504,13.297891074776874
27882,NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,Commercial,Retail,Missing,97.0,2,91,1.0,0.0,0.49813873577206674,0.4720452430381559,0.0,27938.0,13969.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,1.3572043903910707,13.84253733500373
27891,NonResidential,Other,98105.0,4,NORTHEAST,Other,Retail,Missing,,2,92,1.0,0.0,1.5083333333333333,0.44675925925925924,0.0,21600.0,10800.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Low_elec,Zero_steam,Zero_gas,6.508620456615978,14.300192186393328
27892,Nonresidential COS,Other,98105.0,4,NORTHEAST,Other,Missing,Missing,,1,87,1.0,0.0,0.7842195786154508,0.0,0.0,27908.0,9302.667,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Medium_gas,Medium_elec,Zero_steam,Medium_gas,6.647701346590336,14.522623080106937
27901,Campus,K-12 School,98112.0,3,CENTRAL,Education,Missing,Missing,69.0,1,16,1.0,0.0,1.0,0.0,0.0,30562.0,15281.0,Medium_elec,Zero_Steam,Medium_gas,High_elec,Zero_steam,High_gas,High_elec,Zero_steam,High_gas,3.7405571069546126,14.299313767884405
27903,NonResidential,Retail Store,98104.0,2,DOWNTOWN,Retail,Missing,Missing,67.0,1,16,1.0,0.0,1.0,0.0,0.0,54969.0,18323.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.1541684044624425,15.130335568474004
27922,NonResidential,K-12 School,98122.0,3,CENTRAL,Education,Recreation,Recreation,,4,65,1.0,0.0,1.2040733197556008,0.28282416836388324,0.13374066530889342,36825.0,18412.5,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,1.7014365408515615,14.378021436791194
